key,title,abstract,decision,reason,thoughts
rayyan-1273750924,The clinical relative biological effectiveness and prostate-specific antigen kinetics of carbon-ion radiotherapy in low-risk prostate cancer,"Background To evaluate the clinical relative biological effectiveness (RBE) of carbon-ion radiotherapy (C-ion RT) for prostate cancer. Methods The records of 262 patients with low-risk prostate cancer (median age, 65 [47-80] years) treated with C-ion RT at QST Hospital, National Institutes for Quantum Science and Technology in Japan during 2000-2018 were reviewed retrospectively. Four different protocol outcomes and prostate-specific antigen (PSA) responses were evaluated. The median follow-up was 8.4 years. The Kaplan-Meier method was used to estimate the biochemical or clinical failure-free rate (BCFFR). Clinical RBE was calculated using the tumor control probability model. Results The 5-, 7-, and 10-year BCFFRs were 91.7%, 83.8%, and 73.2%, respectively. The 10-year BCFFRs of patients who received C-ion RT at 66 Gy (RBE) in 20 fractions, 63 Gy (RBE) in 20 fractions, and 57.6 Gy (RBE) in 16 fractions were 81.4%, 70.9%, and 68.9%, respectively. The PSA level and density during follow-up were better in the patients treated with the lower fraction size. A higher PSA nadir and shorter time to PSA nadir were risk factors for biochemical or clinical failure by multivariate Cox regression. The tumor control probability analysis showed that the estimated clinical RBE values to achieve an 80% BCFFR at 10 years for 20, 16, and 12 fractions were 2.19 (2.18-2.24), 2.16 (2.14-2.23), and 2.12 (2.09-2.21), respectively. Conclusions Using clinical data from low-risk prostate cancer patients, we showed the clinical RBE of C-ion RT decreased with increasing dose per fraction.",0,"The abstract focuses on evaluating clinical outcomes and calculating relative biological effectiveness (RBE) using statistical methods, without mentioning any AI models or their applications in carbon-ion therapy.","Okay, so I need to determine if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY'. Let me read through it carefully. The title mentions evaluating clinical relative biological effectiveness (RBE) and PSA kinetics in prostate cancer using carbon-ion radiotherapy. The content describes a study where they looked at patient records, evaluated outcomes, calculated RBE using the tumor control probability model, and analyzed factors affecting treatment success. Nowhere in the abstract do they mention AI models or any machine learning techniques being applied. They're focusing on clinical data analysis and statistical methods to determine RBE. So, it seems like this is more about the clinical aspects of carbon-ion therapy rather than applying AI models within that context. Therefore, I don't think it fits into the specified category."
rayyan-1273750926,Prognostic Factors for Effectiveness Outcomes After Transarterial Radioembolization in Metastatic Colorectal Cancer: Results From the Multicentre Observational Study CIRT,"This study explored factors that can predict effectiveness outcomes after transarterial radioembolization in colorectal liver metastases in the liver. In a cohort of 237 patients, among other factors, we found that an Aspartate transaminase to Platelet Ratio Index (APRI) value of > 0.40 was a particularly strong independent predictor of worse overall survival, progression-free survival and hepatic progression-free survival outcomes. Background: Transarterial radioembolisation (TARE) with Yttrium-90 resin microspheres is a treatment option for patients with metastatic colorectal cancer in the liver (mCRC). A better understanding of the prognostic factors and treat-ment application can improve survival outcomes. Methods: We analysed the safety and effectiveness of 237 mCRC patients included in the prospective observational study CIRSE Registry for SIR-Spheres Therapy (CIRT) for indepen-dent prognostic factors for overall survival (OS), progression-free survival (PFS) and hepatic progression-free survival (hPFS) using the Cox proportional-hazard model. Results: The median OS was 9.8 months, median PFS was 3.4 months and median hPFS was 4.2 months. Independent prognostic factors for an improved overall survival were the absence of extra-hepatic disease ( P = .0391), prior locoregional procedures ( P = .0037), an Aspartate transaminase to Platelet Ratio Index (APRI) value of <= 0.40 ( P < .0001) and Inter national Nor malized Ratio (INR) <= 1 ( P = .0078). Partition model dosimetry resulted in improved OS outcomes compared to the body surface area model ( P = .0120). Independent predictors for PFS were APRI > 0.40 ( P = .0416) and prior ablation ( P = .0323), and for hPFS these were 2 to 5 tumor nodules ( P = .0148), Albumin-bilirubin (ALBI) grade 3 ( P = .0075) and APRI > 0.40 ( P = .0207). During the study, 95 of 237 (40.1%) patients experienced 197 adverse events, with 28 of 237 (11.8%) patients having a grade 3 or higher adverse events. Conclusion: Including easy-to-acquire laboratory markers INR, APRI, ALBI and using partition model dosimetry can identify mCRC patients that may benefit from TARE.",0,The study focuses on prognostic factors for transarterial radioembolization (TARE) without mentioning AI models or carbon ion therapy.,"Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment that uses carbon ions instead of traditional X-rays or protons. It's known for being more precise and causing less damage to surrounding tissues, which makes it useful in treating certain cancers. AI models, on the other hand, are computational tools that can analyze data, predict outcomes, optimize treatments, etc., often improving the efficiency and effectiveness of medical procedures like therapy planning or patient monitoring. So, applications of AI in carbon ion therapy would involve using these models to enhance any aspect of the therapy process—like treatment planning, outcome prediction, personalization, etc. Now, looking at the abstract provided: The title is about prognostic factors for effectiveness after transarterial radioembolization (TARE) in metastatic colorectal cancer. TARE uses Yttrium-90 resin microspheres, which are a form of radiation therapy but not carbon ion therapy. The study looks at various factors like APRI index, INR, and dosimetry models to predict survival outcomes. They mention using Cox proportional-hazard models for analysis, which is a statistical method, but there's no mention of AI or machine learning techniques here. The methods involve analyzing data from 237 patients, looking at different variables, and determining their impact on survival metrics. While they do discuss dosimetry models (like partition model vs body surface area), these are more about the delivery method of radiation rather than AI applications. There's no indication that any AI or advanced computational models were used in this study. The focus is on identifying prognostic factors and treatment effectiveness, not on applying AI to improve therapy planning or outcomes. Therefore, since there's no mention or implication of using AI models, especially in the context of carbon ion therapy, which wasn't even discussed here, I would categorize this abstract as not falling under that category."
rayyan-1273750927,Lissajous scanning magnetic particle imaging as a multifunctional platform for magnetic hyperthermia therapy,"The use of engineered nanoscale magnetic materials in healthcare and biomedical technologies is rapidly growing. Two examples which have recently attracted significant attention are magnetic particle imaging (MPI) for biological monitoring, and magnetic field hyperthermia (MFH) for cancer therapy. Here for the first time, the capability of a Lissajous scanning MPI device to act as a standalone platform to support the application of MFH cancer treatment is presented. The platform is shown to offer functionalities for nanoparticle localization, focused hyperthermia therapy application, and non-invasive tissue thermometry in one device. Combined, these capabilities have the potential to significantly enhance the accuracy, effectiveness and safety of MFH therapy. Measurements of nanoparticle hyperthermia during protracted exposure to the MPI scanner's 3D imaging field sequence revealed spatially focused heating, with a maximum that is significantly enhanced compared with a simple 1-dimensional sinusoidal excitation. The observed spatial heating behavior is qualitatively described based on a phenomenological model considering torques exerted in the Brownian regime.In vitrocell studies using a human acute monocytic leukemia cell line (THP-1) demonstrated strong suppression of both structural integrity and metabolic activity within 24 h following a 40 min MFH treatment actuated within the Lissajous MPI scanner. Furthermore, reconstructed MPI images of the nanoparticles distributed among the cells, and the temperature-sensitivity of the MPI imaging signal obtained during treatment are demonstrated. In summary, combined Lissajous MPI and MFH technologies are presented; demonstrating for the first time their potential for cancer treatment with maximum effectiveness, and minimal collateral damage to surrounding tissues.",0,"The abstract discusses magnetic particle imaging and hyperthermia therapy, not applications of AI models in carbon ion therapy.","Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation therapy used in cancer treatment, right? It uses carbon ions instead of traditional X-rays or protons. Now, AI models can be applied in various ways here—like improving treatment planning, personalizing dosages, enhancing imaging accuracy, etc. So the question is whether this abstract discusses any application of AI models specifically in that context. Looking at the title: 'Lissajous scanning magnetic particle imaging as a multifunctional platform for magnetic hyperthermia therapy.' Hmm, magnetic hyperthermia therapy isn't carbon ion therapy; it's another method where magnetic nanoparticles are used to generate heat and kill cancer cells. The content talks about using an MPI device for both imaging and applying MFH treatment. They mention functionalities like nanoparticle localization, focused heating, and thermometry. There's no mention of AI models or anything related to artificial intelligence here. It seems more focused on the integration of imaging and therapy techniques rather than any AI applications. So, since it doesn't discuss AI models and is about a different type of cancer therapy (magnetic hyperthermia), I don't think this abstract fits into the specified category."
rayyan-1273750928,An abdominal spacer that does not require surgical removal and allows drainage of abdominal fluids in patients undergoing carbon ion radiotherapy,"Abdominal spacers are useful for maintaining the distance between the target tumors and surrounding tissues, such as the gastrointestinal tract, in patients treated with carbon ion radiotherapy. Surgical intervention to remove the spacers is sometimes necessary because of abdominal infections triggered by long-term spacer placement or intestinal perforation. Therefore, spacers that do not require surgical removal and provide effective drainage against abdominal infections are urgently needed. This study aimed to develop a spacer that could be removed non-surgically and one that provides the therapeutic effect of drainage in patients who receive carbon ion radiotherapy for abdominal tumors. A novel fan-shaped spacer was constructed from a film drain that was folded along the trigger line. Simple withdrawal of the trigger line caused the film drain to fold and the holding lines to become free. We performed laparoscopy-assisted insertion with pneumoperitoneum and blind removal of the spacer fourteen times using a porcine model. Saline in the abdominal cavity was effectively aspirated using the spacer. Our novel fan-shaped spacer could be removed safely without surgery and was able to drain fluid effectively from the abdominal cavity.",0,The abstract discusses the development of an abdominal spacer for use in carbon ion radiotherapy but does not mention any applications of AI models.,"Okay, so I need to figure out if this abstract falls under the category of APPLICATIONS OF AI MODELS IN CARBON ION THERAPY. Let me read through it carefully. The title mentions an abdominal spacer used in patients undergoing carbon ion radiotherapy. The content talks about developing a spacer that doesn't require surgical removal and helps with drainage to prevent infections. They describe the construction of this spacer, how it's inserted and removed, and tested its effectiveness in a porcine model. Nowhere in here do I see any mention of AI models or machine learning techniques being applied. It seems like they're focusing on a medical device improvement rather than integrating AI into therapy. So, based on that, the answer should be 0 because there's no application of AI models mentioned."
rayyan-1273750929,Biodistribution and Multicompartment Pharmacokinetic Analysis of a Targeted α Particle Therapy,"Targeted alpha particle therapy (TAT) is ideal for treating disease while minimizing damage to surrounding non-targeted tissues due to short path length and high linear energy transfer (LET). We developed a TAT for metastatic uveal melanoma, targeting the melanocortin-1 receptor (MC1R), which is expressed in 94% of uveal melanomas. Two versions of the therapy are being investigated: Ac-225-DOTA-Ahx-MC1RL (Ac-226-Ahx) and Ac-225-DOTA-di-D-Glu-MCIRL (Ac-226-di-n-Glu). The biodistribution (BD) from each was studied and a multi-compartment pharmacokinetic (PK) model was developed to describe drug distribution rates. Two groups of 16 severe combined immunodeficient (SCID) mice bearing high MC1R expressing tumors were intravenously injected with Ac-225-Ahx or Ac-225-di-D-Glu. After injection, four groups (n = 4) were euthanized at 24, 96, 144, and 288 h time points for each cohort. Tumors and 13 other organs were harvested at each time point. Isomeric gamma spectra were measured in tissue samples using a scintillation gamma detector and converted to a activity using factors for gamma ray abundance per a decay. Time activity curves were calculated for each organ. A five-compartment PK model was built with the following compartments: blood, tumor, normal tissue, kidney, and liver. This model is characterized by a system of five ordinary differential equations using mass action kinetics, which describe uptake, intercompartmental transitions, and clearance rates. The ordinary differential equations were simultaneously solved and fit to experimental data using a genetic algorithm for optimization. The BD data show that both compounds have minimal distribution to organs at risk other than the kidney and liver. The PK parameter estimates had less than 5% error. From these data, Ac-225-Ahx showed larger and faster uptake in the liver. Both compounds had comparable uptake and clearance rates for other compartments. The BD and PK behavior for two targeted radiopharmaceuticals were investigated. The PK model fit the experimental data and provided insight into the kinetics of the compounds systematically.",0,"The abstract focuses on targeted alpha particle therapy (TAT) using mathematical modeling techniques, not AI models applied to carbon ion therapy.","Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. Carbon ion therapy is a type of radiation treatment that uses carbon ions instead of traditional X-rays or protons. It's known for its high precision and effectiveness in treating certain cancers because it can deliver a higher dose to the tumor while sparing surrounding healthy tissue more than other forms of radiation. AI models, on the other hand, are computational tools that use machine learning algorithms to analyze data, predict outcomes, optimize treatment plans, etc., often improving the efficiency or accuracy of medical procedures like therapy planning in oncology. So, applications of AI models in carbon ion therapy would involve using these AI tools to enhance various aspects of carbon ion therapy delivery, such as treatment planning, dose calculation, patient positioning, or outcome prediction. Now, looking at the abstract provided: The title is about 'Biodistribution and Multicompartment Pharmacokinetic Analysis of a Targeted α Particle Therapy.' The content discusses targeted alpha particle therapy (TAT) for treating metastatic uveal melanoma. They developed two versions of TAT targeting MC1R receptors in mice, studied their biodistribution, and built a multi-compartment pharmacokinetic model using ordinary differential equations solved with a genetic algorithm. The focus is on understanding how these radiopharmaceuticals distribute in the body over time and modeling that distribution to optimize therapy. Now, I need to see if this relates to AI models or carbon ion therapy. Carbon ion therapy specifically uses carbon ions, which are different from alpha particles (which are helium nuclei). So, TAT here is using alpha particles, not carbon ions. The methods used include a pharmacokinetic model built with ODEs and solved via a genetic algorithm. While the genetic algorithm is an optimization technique that could be considered part of AI or machine learning, the primary focus isn't on applying AI models to enhance carbon ion therapy. Instead, it's about developing and analyzing a targeted alpha particle therapy using mathematical modeling techniques. Therefore, this abstract doesn't fall under 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY' because it deals with alpha particles rather than carbon ions and uses optimization algorithms as part of pharmacokinetic analysis, not specifically for improving carbon ion therapy applications."
rayyan-1273750930,The FOOT experiment: A first measurement of nuclear fragmentation cross section for hadrontherapy,"The FOOT experiment has been conceived with the main aim of measuring double differential fragmentation cross sections of light fragments (Z < 10) in the energy range between 100 MeV/u and 800 MeV/u, typical for hadrontherapy and space radioprotection applications. The results will overcome the lack of experimental data in order to improve the Treatment Planning Systems in hadrontherapy treatments and to enhance the accuracy of risk-assessment models for space radioprotection. In this paper, the analysis strategy for the measurement of elemental and angular differential cross sections is shown, focusing on data ac-quired at GSI in 2021 with a 400 MeV/u 16O beam impinging a graphite (C) target. A Monte Carlo closure test is introduced in order to verify the reliability of the aforementioned procedure.",0,The abstract discusses experimental measurements and improvements in treatment planning systems but does not mention the application of AI models in carbon ion therapy.,"Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully. The title mentions the FOOT experiment and nuclear fragmentation cross sections for hadrontherapy. Hadrontherapy is a type of radiation therapy that uses protons or heavier ions like carbon ions, so that's relevant to carbon ion therapy. The content talks about measuring fragmentation cross sections in an energy range typical for hadrontherapy and space radioprotection. They aim to improve Treatment Planning Systems (TPS) in hadrontherapy treatments and enhance risk-assessment models for space applications. The paper discusses data acquired using a 400 MeV/u oxygen beam on a graphite target, with a Monte Carlo closure test to verify their analysis procedure. Nowhere in the abstract do they mention AI models or any machine learning techniques. They're focused on experimental measurements and improving treatment planning through better cross-section data. So while it's related to hadrontherapy (which includes carbon ion therapy), it doesn't specifically discuss applications of AI models. Therefore, I should categorize this as 0 for NO."
rayyan-1273750932,Nanodosimetry-Based Plan Optimization for Particle Therapy,"Treatment planning for particle therapy is currently an active field of research due uncertainty in how to modify physical dose in order to create a uniform biological dose response in the target. A novel treatment plan optimization strategy based on measurable nanodosimetric quantities rather than biophysical models is proposed in this work. Simplified proton and carbon treatment plans were simulated in a water phantom to investigate the optimization feasibility. Track structures of the mixed radiation field produced at different depths in the target volume were simulated with Geant4-DNA and nanodosimetric descriptors were calculated. The fluences of the treatment field pencil beams were optimized in order to create a mixed field with equal nanodosimetric descriptors at each of the multiple positions in spread-out particle Bragg peaks. For both proton and carbon ion plans, a uniform spatial distribution of nanodosimetric descriptors could be obtained by optimizing opposing-field but not single-field plans. The results obtained indicate that uniform nanodosimetrically weighted plans, which may also be radiobiologically uniform, can be obtained with this approach. Future investigations need to demonstrate that this approach is also feasible for more complicated beam arrangements and that it leads to biologically uniform response in tumor cells and tissues.",0,The abstract discusses nanodosimetry-based plan optimization for particle therapy but does not mention the application of AI models in carbon ion therapy.,"Okay, so I'm trying to figure out whether the given abstract falls under the category of APPLICATIONS OF AI MODELS IN CARBON ION THERAPY. Let me read through the abstract carefully to understand what it's about. The title is 'Nanodosimetry-Based Plan Optimization for Particle Therapy.' Hmm, particle therapy usually refers to treatments like proton or carbon ion therapy, which are types of radiation therapy used in cancer treatment. So that part seems relevant because carbon ions are mentioned in the content as well. The abstract talks about treatment planning optimization using nanodosimetric quantities instead of biophysical models. They simulated plans for protons and carbon ions in a water phantom to see if they can create uniform biological responses. They used Geant4-DNA for simulations, which is a Monte Carlo code for particle transport. The goal was to optimize the fluences of pencil beams so that nanodosimetric descriptors are equal across different positions in the Bragg peaks. They found that this approach works for both protons and carbon ions when using opposing-field plans but not single-field ones. The conclusion suggests that this method could lead to biologically uniform responses, which is important for effective treatment. Now, thinking about AI models—does this abstract mention any AI techniques? It talks about plan optimization strategies based on measurable quantities, simulations with Geant4-DNA, and optimizing fluences. But I don't see any reference to machine learning, neural networks, or other AI methods. The focus is more on the physics of particle therapy and using nanodosimetric descriptors for planning rather than applying AI models. So even though it's about optimization in carbon ion therapy, which is a relevant application area, the specific techniques used here don't involve AI models. Therefore, I would categorize this as not falling under APPLICATIONS OF AI MODELS IN CARBON ION THERAPY."
rayyan-1273750935,A hybrid multi-particle approach to range assessment-based treatment verification in particle therapy,"Particle therapy (PT) used for cancer treatment can spare healthy tissue and reduce treatment toxicity. However, full exploitation of the dosimetric advantages of PT is not yet possible due to range uncertainties, warranting development of range-monitoring techniques. This study proposes a novel range-monitoring technique introducing the yet unexplored concept of simultaneous detection and imaging of fast neutrons and prompt-gamma rays produced in beam- tissue interactions. A quasimonolithic organic detector array is proposed, and its feasibility for detecting range shifts in the context of proton therapy is explored through Monte Carlo simulations of realistic patient models and detector resolution effects. The results indicate that range shifts of 1mm can be detected at relatively low proton intensities ( 22.30(13) x 10(7) protons/spot) when spatial information obtained through imaging of both particle species are used simultaneously. This study lays the foundation for multiparticle detection and imaging systems in the context of range verification in PT.",0,The abstract discusses a new range-monitoring technique using particle detection but does not mention any AI models or their applications in carbon ion therapy.,"Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully. The title mentions a hybrid multi-particle approach for range assessment-based treatment verification in particle therapy. Particle therapy is a broader term that includes both proton and carbon ion therapies, so that's relevant. The content talks about addressing range uncertainties in PT to improve dosimetric advantages. They propose using fast neutrons and prompt-gamma rays detection along with Monte Carlo simulations. Hmm, the key here is whether AI models are involved. The abstract doesn't mention any machine learning, neural networks, or other AI techniques. It's more about a novel detector system and simulation methods. So while it's related to particle therapy and treatment verification, it doesn't specifically apply AI models. Therefore, I don't think this should be categorized under the given application of AI in carbon ion therapy."
rayyan-1273750938,<SUP>20</SUP>Ne ion range and fragmentation cross-sections in various targets for space shielding and hadrontherapy applications: A Monte Carlo simulation study,"The computational study of projectile range and partial fragmentation cross-section (PFXS) has been executed for Ne-20 ion using Geant4 Monte Carlo simulation toolkit. The interaction of heavy semi-symmetric system for energy range 290 MeV/n-670 MeV/n has been researched on various targets: carbon (C), aluminium (Al), copper (Cu), tin (Sn), lead (Pb), and tantalum (Ta). The range simulated via Geant4 and SRIM software shows an agreement of similar to 99%. The PFXS simulation has been conducted using three models of Geant4: the Binary Cascade (BIC), Liege Intranuclear cascade (INCL++), and Quantum Molecular Dynamics (QMD). The PFXS is computed for heavy (Z = 5-9) and light (Z = 2-4) fragments. These models have been validated by analysing simulation data with experimental and semi-empirical nuclear fragmentation model data. The QMD model provides the best data for PFXS following an odd-even effect for all targets. The BIC and the INCL++ behave in similar manner for high Z target.",0,The study focuses on Ne-20 ion simulations for various targets and hadrontherapy applications but does not specifically address the use of AI models in carbon ion therapy.,"Okay, so I need to figure out if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully. The title mentions Ne-20 ions and their range and fragmentation cross-sections in various targets for space shielding and hadrontherapy applications. They used Geant4 Monte Carlo simulation, which is a tool that uses algorithms to simulate physical processes. The content talks about simulating projectile range and partial fragmentation cross-sections using different models within Geant4: BIC, INCL++, and QMD. They compared these simulations with experimental data and found the QMD model was best for PFXS. Now, carbon ion therapy is a type of hadrontherapy that uses carbon ions to treat cancer. The abstract mentions hadrontherapy applications, so it's related. However, the focus here is on Ne-20 ions, not specifically carbon ions. They're looking at different targets like carbon, aluminum, etc., but the main subject isn't about applying AI models in carbon ion therapy. Instead, it's more about simulating ion behavior for various applications including hadrontherapy. So while related to hadrontherapy, it doesn't directly discuss AI model applications specific to carbon ion therapy. Therefore, I think this abstract is not a direct application of AI models in carbon ion therapy."
rayyan-1273750939,Survival outcomes and toxicity profiles among patients with nonmetastatic nasopharyngeal carcinoma treated with intensity-modulated radiotherapy (IMRT) versus IMRT plus carbon-ion radiotherapy: A propensity score-matched analysis,"Objectives: To compare survival outcomes and toxic effects among patients with newly diagnosed nonmetastatic nasopharyngeal carcinoma (NPC) when treated with intensity-modulated radiotherapy (IMRT) versus IMRT + carbon-ion radiotherapy (CIRT). Methods: We performed a retrospective propensity score matching analysis (1:1) of patients treated with IMRT and IMRT + CIRT. Descriptive statistics were used to examine the baseline characteristics of the patients. Survival was estimated using the Kaplan-Meier method. Univariate and multivariable logistic regression analysis were used to identify the independent predictors of survival. We examined the association between risk factors and adverse events (AEs) using chi-square tests. Cox model and logistic regression were used to analyze AEs. Results: Hundred and nine patients who received IMRT + CIRT were included and the median follow-up time was 20.6 months (range: 4.6-82 months). There were no statistically significant differences in locoregional failure-free survival, distant metastasis-free survival, disease-free survival, or overall survival between the two groups, but potentially better in IMRT + CIRT group (p > 0.05, respectively). Nodal boost was the only significant factor associated with LRFS and DFS on multivariable analysis. Thirty-seven patients (34.0%) developed grade 3 acute OMs and no grade 4 acute OMs were observed in IMRT + CIRT group. All patients in IMRT + CIRT group developed grade 1 dermatitis; while in the match group, 76 patients developed grade 1 dermatitis, 27 patients developed grade 2 dermatitis, 5 patients developed grade 3 dermatitis, 1 patient developed grade 4 dermatitis. IMRT + CIRT treatment was associated with a significant trend of lower grades of OM and dermatitis (p < 0.05, respectively). Any severe (i.e., grade 3) chronic AEs, such as xerostomia, skin fibrosis, temporal lobe necrosis, osteoradionecrosis, or radiation-induced optic neuropathy, was not observed. Conclusions: In this study, IMRT + CIRT was associated with significantly reduced acute toxicity burden compared with full course of IMRT, with excellent survival outcomes. Patients with persistent disease after treatment and treated with nodal boost had a worse outcome. More accurate assessments of IMRT + CIRT to primary nonmetastatic NPC patients will be imperative.",0,The abstract does not mention the use of AI models; it focuses on comparing treatment outcomes between IMRT and CIRT.,"Okay, so I need to determine if this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY'. Let me read through it carefully. The title mentions comparing IMRT with IMRT plus CIRT in terms of survival outcomes and toxicity profiles for nasopharyngeal carcinoma patients. The content describes a study that used propensity score matching to analyze patient data, looking at factors like locoregional failure-free survival, distant metastasis, etc., as well as adverse events related to treatment. They found that adding CIRT didn't significantly improve survival but did reduce acute toxicities. Nowhere in the abstract do they mention AI models or any machine learning techniques being applied. The focus is purely on comparing two radiotherapy methods and their outcomes without involving AI applications. Therefore, this doesn't fit into the specified category."
rayyan-1273750940,"Differential cross-sections measurements for hadrontherapy: 50 MeV/A <SUP>12</SUP>C reactions on H, C, O, Al and <SUP>nat</SUP>Ti targets","In order to keep the benefits of a carbon treatment, the dose and biological effects induced by secondary fragments must be taken into account when simulating the treatment plan. These Monte-Carlo simulations codes are done using nuclear models that are constrained by experimental data. It is hence necessary to have precise measurements of the production rates of these fragments all along the beam path and for its whole energy range. In this context, a series of experiments aiming to measure the double differential fragmentation cross-sections of carbon on thin targets of medical interest has been started by our collaboration. In March 2015, an experiment was performed with a 50 MeV/nucleon '2C beam at GANIL. During this experiment, energy and angular differential cross-section distributions on H, C, 0, Al and '''Ti have been measured. In the following, the experimental set-up and analysis process are briefly described and some experimental results are presented. Comparisons between several exit channel models from PHITs and GEANT4 show great discrepancies with the experimental data. Finally, the homemade SHINE model is briefly presented and preliminary results are compared to the data with a promising outcome.",0,The abstract focuses on nuclear cross-section measurements and model comparisons for hadrontherapy simulations but does not explicitly apply AI models to carbon ion therapy applications.,"Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me read through it carefully. The title mentions differential cross-section measurements for hadrontherapy using carbon ions on various targets. The content talks about experiments measuring fragmentation cross-sections, which are important for Monte Carlo simulations used in treatment planning. They mention using nuclear models constrained by experimental data and comparing different exit channel models from PHITS and GEANT4 with their results. They also present a homemade SHINE model and compare it to the data. Now, the question is whether AI models are applied here. The abstract discusses simulation codes that use nuclear models but doesn't explicitly mention AI or machine learning techniques. It talks about comparing different models and presenting a new one, but without specific references to AI applications in therapy planning or treatment optimization. So, while it's related to hadrontherapy and simulation, the focus is more on nuclear physics measurements and model comparisons rather than applying AI models directly in carbon ion therapy. Therefore, I think this doesn't fall under the specified category."
rayyan-1273750942,"Proton therapy and the European Particle Therapy Network: The past, present and future","Proton therapy is delivered to selected cancer patients presenting with rare tumours, for which a dose escalation paradigm and/or a reduced dose-bath to the organs at risk is pursued. It is a costly treatment with an additional cost factor of 2-3 when compared to photon radiotherapy. Notwithstanding the 180'000 patients treated with protons, scars robust clinical evidence is available to justify the administration of this treatment modality. The European Particle Therapy Network (EPTN) was created in 2015 to answer the critical European needs for cooperation among protons and carbon ions centres in the framework of clinical research networks. EPTN with other European groups will launch a number of prospective clinical trials that could be practice changing if positive. Alternative way to generate clinical data could be provided by alternative methodologies, such as the Dutch model-based approach, or could be provided by European infrastructure projects. (C) 2020 Societe francaise de radiotherapie oncologique (SFRO). Published by Elsevier Masson SAS. All rights reserved.",0,"The abstract discusses proton therapy and the European Particle Therapy Network, focusing on clinical research and trials without mentioning AI models or their applications in carbon ion therapy.","Okay, so I need to figure out whether this abstract falls under the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' Let me start by understanding what each part means. The title is about proton therapy and the European Particle Therapy Network, discussing their past, present, and future. Proton therapy is a type of radiation treatment for cancer, similar to carbon ion therapy but using protons instead of heavier ions like carbon. Carbon ion therapy might have different applications or benefits compared to proton therapy, perhaps in terms of targeting tumors more precisely or reducing damage to surrounding tissues. Now, looking at the content: it talks about how proton therapy is used for certain cancers where dose escalation is needed or to minimize exposure to nearby organs. It mentions that while many patients have been treated with protons, there's not enough robust clinical evidence yet. The European Particle Therapy Network was formed in 2015 to promote cooperation among centers using protons and carbon ions, focusing on clinical research. They plan to launch prospective trials that could change practice if successful. There are also mentions of alternative methods for generating clinical data, like the Dutch model-based approach or infrastructure projects. Nowhere in this abstract do they mention AI models. The focus is more on the network's activities, clinical trials, and alternative methodologies for gathering evidence, but not specifically about applying AI to carbon ion therapy. So, even though it mentions carbon ions as part of their work, there's no discussion of AI applications or how machine learning, neural networks, etc., are being used in this context. Therefore, the abstract doesn't fit into the category of 'APPLICATIONS OF AI MODELS IN CARBON ION THERAPY.' It's more about the organization and clinical aspects rather than technological applications like AI."
