key,title,abstract,decision,ai_method_list,reason,thoughts
rayyan-1273750802,Perfusion MR prior to radiotherapy is a strong predictor of survival in high-grade gliomas after proton and carbon ion radiotherapy,"Background: To assess the survival predictability of perfusion MR imaging by the normalized cerebral blood volume (nCBV) prior to particle beam radiotherapy (PBRT) in high-grade glioma (HGG) patients underwent particle therapy. Methods: The study retrieved dynamic susceptibility contrast MRI acquired prior to PBRT between 6/2015 and 3/2019 in 45 patients with HGG. Maximum nCBV (nCBVmax) within or adjacent to surgical/ tumor bed was measured using 'hot-spot' method. The predictive values of nCBVmax for progression-free survival (PFS) and overall survival (OS) were assessed in univariate Kaplan-Meier curve and multivariate Cox proportional hazards (CPH) models. Nomograms based on CPH results were constructed to individualize the predicted probability of OS and PFS. Results: The Kaplan-Meier curves and all CPH models based on nCBVmax as continuous variable (nCBVmax-C), group by cut-off derived from median value and Youden-index method showed that nCBVmax prior to radiotherapy was a strong predictor for both PFS and OS in HGG patients underwent PBRT. Nomograms built on CPH models showed similar excellent performance in both discrimination and calibration. Conclusions: Perfusion imaging prior to PBRT is a strong predictor of survival in HGG. Novel perfusion MR-based nomogram with prospective validation could potentially be formally used in future clinical practice to individualize survival probability.",0,,The study does not explore any AI methods; it uses traditional statistical models like Kaplan-Meier curves and Cox proportional hazards.,"Okay, so I need to determine if this article falls within the scope of 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully. The title mentions using perfusion MR before radiotherapy as a predictor for survival in high-grade gliomas treated with proton and carbon ion therapy. The methods involve dynamic susceptibility contrast MRI, measuring nCBVmax, and using Kaplan-Meier curves and Cox proportional hazards models. They also built nomograms based on these statistical models. Nowhere in the abstract do they mention any AI methods like machine learning, neural networks, or deep learning. It seems they're using traditional statistical techniques rather than AI. Since the topic is specifically about AI applications, this article doesn't fit because it doesn't use AI methods. Therefore, I should select '0' and explain that no AI methods are explored."
rayyan-1273750807,PREDICTING BIOLOGICAL EFFECTS ALONG HADRONTHERAPY DOSE PROFILES BY THE BIANCA BIOPHYSICAL MODEL,"The BIANCA biophysical model of cell death and chromosome aberrations was further refined and applied to predict the biological effectiveness along Spread-Out Bragg Peaks used in hadrontherapy. The simulation outcomes were compared with in vitro survival data on protons, He-ions and C-ions over a wide LET range, and the particle- and LET-dependence of the DNA Cluster Lesions (CLs) yields used as input parameters was investigated. For each particle type, the CL yield was found to increase with LET in a linear-quadratic fashion; fitting the CL yields allowed to predict cell death and chromosome aberrations in principle at any depth along a longitudinal proton dose profile used at CNAO. A clear increase in effectiveness was found in the SOBP distal region, supporting the idea that, in some cases, the constant proton RBE usually applied in clinics may be a sub-optimal solution.",0,,The abstract does not mention any AI methods or techniques applied to carbon ion therapy.,"Okay, so I need to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions predicting biological effects along hadrontherapy dose profiles using the BIANCA biophysical model. Hadrontherapy includes proton and carbon ion therapy, so that's relevant. The content talks about refining a biophysical model and applying it to predict effectiveness along Spread-Out Bragg Peaks (SOBP) used in hadrontherapy. They compared simulation outcomes with in vitro data on protons, He-ions, and C-ions across a wide LET range. They looked into DNA Cluster Lesions yields as input parameters and found that the CL yield increases with LET in a linear-quadratic fashion. Fitting these yields allowed them to predict cell death and chromosome aberrations along proton dose profiles at CNAO. They also noted increased effectiveness in the SOBP distal region, suggesting that constant RBE might not be optimal. Now, looking for AI methods: The abstract mentions model refinement, simulations, fitting CL yields, but doesn't explicitly mention any AI techniques like machine learning, neural networks, or algorithms typically classified as AI. It's more about biophysical modeling and statistical analysis rather than AI applications. Since the topic is specifically about AI in carbon ion therapy, and this article doesn't discuss AI methods, it shouldn't be selected. So, I'll mark it as 0."
rayyan-1273750810,Organs at risk dose constraints in carbon ion radiotherapy at MedAustron: Translations between LEM and MKM RBE models and preliminary clinical results,"Background: Carbon ion radiotherapy (CIRT) treatment planning is based on relative biological effective-ness (RBE) weighted dose calculations. A large amount of clinical evidence for CIRT was collected in Japan with RBE estimated by the modified microdosimetric kinetic model (MKM) while all European centres apply the first version of the local effect model (LEM). Japanese schedules have been used in Europe with adapted prescription dose and organs at risk (OAR) dose constraints. Recently, less conservative adapted LEM constraints have been implemented in clinical practice. The aim of this study was to analyse the new set of LEM dose constraints for brain parenchyma, brainstem and optic system considering both RBE models and evaluating early clinical data. Material and Methods: 31 patients receiving CIRT at MedAustron were analysed using the RayStation v9A planning system by recalculating clinical LEM-based plans in MKM. Dose statistics (D1cm(3), D5cm(3), D0.1cm(3), D0.7cm(3), D10%, D20%) were extracted for relevant critical OARs. Curve fitting for those values was performed, resulting in linear quadratic translation models. Clinical and radiological toxicity was evaluated. Results: Based on derived fits, currently applied LEM constraints matched recommended MKM constraints with deviations between-8% and +3.9%. For particular cases, data did not follow the expected LEM vs MKM trends resulting in outliers. Radiological (asymptomatic) toxicity was detected in two outlier cases. Conclusion: Respecting LEM constraints does not automatically ensure that MKM constraints are met. Constraints for both RBE models need to be fulfilled for future CIRT patients at MedAustron. Careful selection of planning strategies is essential. (C) 2022 Elsevier B.V. All rights reserved.",0,,The abstract does not mention any AI methods or applications related to carbon ion therapy.,"Okay, so I need to determine if this article falls under the topic 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully. The title mentions dose constraints in carbon ion radiotherapy and talks about translating between two RBE models, LEM and MKM. The content discusses treatment planning based on RBE calculations, comparing Japanese and European approaches. They analyzed 31 patients using RayStation software to recalculate plans from LEM to MKM. They looked at dose statistics and did curve fitting for translation models. Clinical results showed some toxicity in outlier cases. The conclusion emphasizes the need to fulfill constraints for both models. Nowhere in this abstract do they mention AI methods or any machine learning techniques. It's more about comparing different RBE models and their clinical implications rather than applying AI in therapy planning or optimization. So, I don't think this article is about AI applications; it's focused on dose calculations and model comparisons without involving AI."
rayyan-1273750811,RBE-weighted dose conversions for patients with recurrent nasopharyngeal carcinoma receiving carbon-ion radiotherapy from the local effect model to the microdosimetric kinetic model,"Background We sought to establish a conversion curve to convert the RBE-weighted doses calculated by local effect model I (LEM) (LEM RBE-weighted doses) in patients with locally recurrent nasopharyngeal carcinoma (rNPC) to the RBE-weighted doses calculated by microdosimetric kinetic model (MKM) (MKM RBE-weighted doses). We also converted the LEM dose constraints (RBE-weighted dose constraints in LEM plans) for the brain stem, spinal cord, and optic nerve based on this curve. Methods Data from 20 patients with rNPC receiving carbon-ion radiotherapy (CIRT) in our hospital were collected. LEM in Raystation (V8A, Raystation, Sweden) was used to generate treatment plans. The clinical target volume CTV1 (GTV + 5 mm) was given 3 Gy (RBE) per fraction. Ninety-nine percent of target volumes should be covered by 95% of the prescriptions; the maximum doses of the brainstem and spinal cord were < 45 Gy (RBE) and < 30 Gy (RBE), respectively. The doses covering 20% volumes of optical nerves/chiasms D20 were < 30 Gy (RBE). Then physical doses of the LEM plans were recalculated by using MKM in Raystation to generate MKM plans. A series of conversion factors (i.e., the ratio of LEM RBE-weighted dose to MKM RBE-weighted dose) was then obtained by using an isovolumetric dose method. The LEM plan prescriptions (LEM prescription) and dose constraints of the organs at risk (OARs) (OAR constraints) were converted to the corresponding MKM prescriptions and dose constraints using this conversion curve. Results For the CTV1 fractional RBE-weighted dose prescription of 3.00 Gy (RBE) and CTV2 of 2.70 Gy (RBE) in LEM plans, the conversion factors (LEM RBE-weighted dose/MKM RBE-weighted dose) were 1.37 (CI 95% 1.35-1.39) and 1.46 (1.41-1.51), respectively. The average conversion factors from 1.37 (CI 95% 1.33-1.41) to 3.09 (2.94-3.24) corresponded to the LEM fractionated doses from 2.86 Gy (RBE) to 0.24 Gy (RBE), including the doses constraining upon OARs. LEM RBE-weighted doses of 30 Gy (RBE) and 45 Gy (RBE) in 21 fractions were converted to MKM RBE-weighted doses of 16.64 Gy (RBE) and 30.72 Gy (RBE) in 16 fractions. Conclusions This conversion curve could be used to convert LEM RBE-weighted doses to MKM RBE-weighted doses for patients with rNPC receiving CIRT, providing dose references for re-irradiation therapy.",0,,The study focuses on establishing a conversion curve between two dosimetric models (LEM and MKM) for carbon-ion radiotherapy but does not involve any AI methods.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions RBE-weighted dose conversions for patients with recurrent nasopharyngeal carcinoma receiving carbon-ion radiotherapy, comparing two models: LEM and MKM. The methods section talks about using data from 20 patients, generating treatment plans with Raystation software, which uses the Local Effect Model (LEM) to create plans. Then they recalculate physical doses using the Microdosimetric Kinetic Model (MKM). They derive conversion factors between LEM and MKM RBE-weighted doses. The results show specific conversion factors for different dose levels. The conclusion is about providing a conversion curve for use in re-irradiation therapy. Now, I need to assess if this involves AI methods. The abstract doesn't mention any machine learning, neural networks, or other AI techniques. It's more about comparing two dosimetric models and establishing a conversion method between them using standard statistical approaches. So, it seems like the article is focused on dose calculation models rather than applying AI in carbon ion therapy. Therefore, I don't think this falls under the topic of AI applications. The decision should be '0' because there are no AI methods explored here."
rayyan-1273750813,Histone deacetylase inhibition sensitizes osteosarcoma to heavy ion radiotherapy,"Background: Minimal improvements in treatment or survival of patients with osteosarcoma have been achieved during the last three decades. Especially in the case of incomplete tumor resection, prognosis remains poor. Heavy ion radiotherapy (HIT) and modern anticancer drugs like histone deacetylase inhibitors (HDACi) have shown promising effects in osteosarcoma in vitro. In this study, we tested the effect of HIT and the combination of HIT and the HDACi suberoylanilide hydroxamic acid (SAHA) in a xenograft mouse model.        Methods: Osteosarcoma xenografts were established by subcutaneous injection of KHOS-24OS cells and treated with either vehicle (DMSO), SAHA, HIT or HIT and SAHA. Tumor growth was determined and tumor necrosis, proliferation rate, apoptotic rate as well as vessel density were evaluated.        Results: Here, we show that the combination of HIT and SAHA induced a significant delay of tumor growth through increased rate of apoptosis, increased expression of p53 and p21(Waf1/Cip1), inhibition of proliferation and angiogenesis compared to tumors treated with HIT only.        Conclusion: HIT and in particular the combination of HIT and histone deacetylase inhibition is a promising treatment strategy in OS and may be tested in clinical trials.",0,,The abstract does not mention any AI methods or applications related to carbon ion therapy.,"Okay, so I need to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions histone deacetylase inhibition and its effect on osteosarcoma when combined with heavy ion radiotherapy. From the content, they're testing the combination of HIT (heavy ion therapy) and HDACi in a mouse model. They looked at tumor growth, necrosis, proliferation, apoptosis, and vessel density. The results show that combining these treatments delays tumor growth by increasing apoptosis and affecting certain proteins involved in cell cycle regulation. The conclusion suggests this combination is promising for clinical trials. Now, the topic is about AI applications in carbon ion therapy. This article doesn't mention anything about AI methods or techniques. It's purely a biological study looking at drug combinations with radiotherapy. So, there are no AI methods explored here. Therefore, it shouldn't be selected under this topic."
rayyan-1273750814,The relative biological effectiveness of carbon ion radiation therapy for early stage lung cancer,"Background and purpose: Carbon ion radiation therapy (CIRT) is recognized as an effective alternative treatment modality for early stage lung cancer, but a quantitative understanding of relative biological effectiveness (RBE) compared to photon therapy is lacking. In this work, a mechanistic tumor response model previously validated for lung photon radiotherapy was used to estimate the RBE of CIRT compared to photon radiotherapy, as a function of dose and the fractionation schedule.        Materials and Methods: Clinical outcome data of 9 patient cohorts (394 patients) treated with CIRT for early stage lung cancer, representing all published data, were included. Fractional dose, number of fractions, treatment schedule, and local control rates were used for model simulations relative to standard photon outcomes. Four parameters were fitted: alpha, alpha/beta, and the oxygen enhancement ratios of cells either accessing only glucose, not oxygen (OERI), or cells dying from starvation (OERH). The resulting dose-response relationship of CIRT was compared with the previously determined dose-response relationship of photon radiotherapy for lung cancer, and an RBE of CIRT was derived.        Results: Best-fit CIRT parameters were: alpha = 1.12 Gy(-1) [95%-CI: 0.97-1.26], alpha/beta = 23.9 Gy [95%-CI: 8.9-38.9], and the oxygen induced radioresistance of hypoxic cell populations were characterized by OERI = 1.08 [95%-CI: 1.00-1.41] (cells lacking oxygen but not glucose), and OERH = 1.01 [95%-CI: 1.00-1.44] (cells lacking oxygen and glucose). Depending on dose and fractionation, the derived RBE ranges from 2.1 to 1.5, with decreasing values for larger fractional dose and fewer number of fractions.        Conclusion: Fitted radiobiological parameters were consistent with known carbon in vitro radiobiology, and the resulting dose-response curve well-fitted the reported data over a wide range of dose-fractionation schemes. The same model, with only a few fitted parameters of clear mechanistic meaning, thus synthesizes both photon radiotherapy and CIRT clinical experience with early stage lung tumors. (C) 2020 Elsevier B.V. All rights reserved.",0,,The study does not explore any AI methods; it uses a mechanistic tumor response model to estimate RBE without involving artificial intelligence techniques.,"Okay, so I need to determine if this article should be selected based on the given topic, which is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. The abstract provided is about a study comparing carbon ion radiation therapy (CIRT) with photon therapy for early stage lung cancer. They used a tumor response model to estimate RBE and compared it with photon radiotherapy outcomes. The methods involved fitting parameters like alpha, alpha/beta, OERI, and OERH using clinical data from 394 patients across nine cohorts. The results showed that the RBE of CIRT varies between 2.1 and 1.5 depending on dose and fractionation schedules. They concluded that their model fits well with existing data and synthesizes both photon and CIRT experiences for early stage lung tumors. Now, I need to assess if this article falls under the scope of AI applications in carbon ion therapy. The abstract doesn't mention any AI methods or techniques like machine learning, neural networks, etc. It talks about a mechanistic tumor response model but that's more of a traditional radiobiological modeling approach rather than AI. Therefore, it seems this article isn't focused on applying AI in CIRT. So, the decision should be '0' because there are no AI methods explored here."
rayyan-1273750815,Implementation of a triple Gaussian beam model with subdivision and redefinition against density heterogeneities in treatment planning for scanned carbon-ion radiotherapy,"Challenging issues in treatment planning for scanned carbon-ion (C-ion) therapy are (i) accurate calculation of dose distribution, including the contribution of large angle-scattered fragments, (ii) reduction in the memory space required to store the dose kernel of individual pencil beams and (iii) shortening of computation time for dose optimization and calculation. To calculate the dose contribution from fragments, we modeled the transverse dose profile of the scanned C-ion beam with the superposition of three Gaussian distributions. The development of pencil beams belonging to the first Gaussian component was calculated analytically based on the Fermi-Eyges theory, while those belonging to the second and third components were transported empirically using the measured beam widths in a water phantom. To reduce the memory space for the kernels, we stored doses only in the regions of interest considered in the dose optimization. For the final dose calculation within the patient's whole body, we applied a pencil beam redefinition algorithm. With these techniques, the triple Gaussian beam model can be applied not only to final dose calculation but also to dose optimization in treatment planning for scanned C-ion therapy. To verify the model, we made treatment plans for a homogeneous water phantom and a heterogeneous head phantom. The planned doses agreed with the measurements within +/- 2% of the target dose in both phantoms, except for the doses at the periphery of the target with a high dose gradient. To estimate the memory space and computation time reduction with these techniques, we made a treatment plan for a bone sarcoma case with a target volume of 1.94 l. The memory space for the kernel and the computation time for final dose calculation were reduced to 1/22 and 1/100 of those without the techniques, respectively. Computation with the triple Gaussian beam model using the proposed techniques is rapid, accurate and applicable to dose optimization and calculation in treatment planning for scanned C-ion therapy.",0,,The article does not explore any AI methods but focuses on a triple Gaussian beam model for dose calculation and optimization in scanned carbon-ion radiotherapy.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions a triple Gaussian beam model with subdivision and redefinition against density heterogeneities in treatment planning for scanned carbon-ion radiotherapy. Hmm, that sounds technical but not necessarily involving AI methods. The content talks about dose distribution calculation, memory space reduction, computation time shortening. They used three Gaussian distributions to model the transverse dose profile. Calculated pencil beams analytically and empirically using measured beam widths. Stored doses in regions of interest for optimization. Applied a pencil beam redefinition algorithm. Verified with treatment plans on phantoms and found good agreement except at peripheries. Also, tested on a bone sarcoma case showing significant memory and time reductions. Nowhere in the abstract do they mention AI methods like machine learning, neural networks, or any other AI techniques. It seems more about beam modeling and optimization algorithms rather than AI applications. So based on this, I don't think it falls under the topic of AI applications in carbon ion therapy."
rayyan-1273750819,Field size analysis of patient-specific quality assurance in scanned carbon ion radiotherapy,"Purpose To evaluate the dose difference between measurement and double Gaussian beam model prediction according to the field size and correct the measurements in patient-specific quality assurance (QA). Methods The field size dependence of the dose was evaluated with volumes of 20 x 20 x 80 mm(3), 40 x 40 x 80 mm(3), 60 x 60 x 80 mm(3), and 80 x 80 x 80 mm(3) of 1 Gy uniform dose at three depths. Additional two 80 x 80 x 80 mm(3) volumes of nonuniform fields were created: one high-dose field was given 1 Gy at the central 40 x 40 mm(2) and 0.5 Gy in its surrounding, and the other low-dose field was given 0.5 Gy in the middle and 1 Gy at the periphery. The dose in the center of the spread-out Bragg peak (SOBP) was measured in a water phantom and compared with the treatment planning system (TPS) predication. A field factor based on the two-dimensional (2D) dose distribution was proposed to estimate the field size. The field factor was first evaluated against the dose difference in the square fields, and then used to analyze and correct the patient-specific QA results. Results TPS overestimated dose for fields smaller than 80 x 80 mm(2). A practically positive correlation was observed between the measured dose and the field factor. In the patient-specific QA, measured doses were lower than the TPS predication as they were calculated a relatively small field factor. The corrected dose differences were no longer field factor dependent. Conclusions Using the proposed field factor, we have shown that all the measurements with a large dose deviation were due to the small-sized field. It is clinically relevant to take into consideration the field size in the QA analysis as long as the double Gaussian beam model being used for the dose calculation. Correction to the measurement can be made based on the field factor.",0,,The article does not explore any AI methods and focuses on field size analysis for quality assurance in scanned carbon ion radiotherapy.,"Okay, so I'm trying to figure out whether this article should be selected based on the given topic. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions 'Field size analysis of patient-specific quality assurance in scanned carbon ion radiotherapy.' Hmm, that sounds like it's about optimizing or improving the QA process using some method related to field sizes. The purpose is to evaluate dose differences between measurements and model predictions based on field size and correct measurements in QA. So they're looking at how different field sizes affect the accuracy of dose calculations. They used volumes of varying sizes, measured doses, compared them with TPS predictions, and proposed a field factor based on 2D dose distribution. The results show that for smaller fields, TPS overestimates the dose, and there's a correlation between measured dose and field factor. In patient-specific QA, they found that measurements were lower than predictions because of small field factors, but after correction, the differences weren't dependent on field size anymore. They concluded that considering field size is important for QA when using the double Gaussian beam model. So, does this involve AI? The abstract doesn't mention any AI methods like machine learning, neural networks, or algorithms. It talks about a proposed field factor and evaluating it against dose differences, but that seems more like a statistical or physical correction method rather than an AI application. Since there's no indication of AI being used or developed in this study, I don't think it falls under the topic of applications of AI in carbon ion therapy. Therefore, it shouldn't be selected."
rayyan-1273750820,Surrogate-driven deformable motion model for organ motion tracking in particle radiation therapy,"The aim of this study is the development and experimental testing of a tumor tracking method for particle radiation therapy, providing the daily respiratory dynamics of the patient's thoraco-abdominal anatomy as a function of an external surface surrogate combined with an a priori motion model. The proposed tracking approach is based on a patient-specific breathing motion model, estimated from the four-dimensional (4D) planning computed tomography (CT) through deformable image registration. The model is adapted to the interfraction baseline variations in the patient's anatomical configuration. The driving amplitude and phase parameters are obtained intrafractionally from a respiratory surrogate signal derived from the external surface displacement. The developed technique was assessed on a dataset of seven lung cancer patients, who underwent two repeated 4D CT scans. The first 4D CT was used to build the respiratory motion model, which was tested on the second scan. The geometric accuracy in localizing lung lesions, mediated over all breathing phases, ranged between 0.6 and 1.7 mm across all patients. Errors in tracking the surrounding organs at risk, such as lungs, trachea and esophagus, were lower than 1.3 mm on average. The median absolute variation in water equivalent path length (WEL) within the target volume did not exceed 1.9 mm-WEL for simulated particle beams. A significant improvement was achieved compared with error compensation based on standard rigid alignment. The present work can be regarded as a feasibility study for the potential extension of tumor tracking techniques in particle treatments. Differently from current tracking methods applied in conventional radiotherapy, the proposed approach allows for the dynamic localization of all anatomical structures scanned in the planning CT, thus providing complete information on density and WEL variations required for particle beam range adaptation.",0,,"The study does not explicitly explore or apply AI methods in the context of carbon ion therapy; instead, it focuses on a deformable motion model for organ tracking using external surrogates and prior motion models.","Okay, so I need to determine if this article falls under the topic of 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully. The title mentions a surrogate-driven deformable motion model for organ motion tracking in particle radiation therapy. Particle radiation therapy could include proton or carbon ion therapies, so that's relevant. The content talks about developing a tumor tracking method using an external surface surrogate and a priori motion models. They used 4D CT scans to estimate the breathing motion model through deformable image registration. The study was tested on seven lung cancer patients with two repeated 4D CT scans. The results showed geometric accuracy in localizing lesions and surrounding organs, which is important for treatment planning. They also mention improvements over standard rigid alignment methods. However, I don't see any specific mention of AI methods like machine learning, neural networks, or deep learning being used here. The techniques described seem more related to image registration and motion modeling rather than AI applications. Since the topic specifically asks about AI in carbon ion therapy, and this article doesn't discuss AI methods, it might not fit the scope. But wait, maybe deformable image registration is considered an AI method? I'm not entirely sure. If it's a traditional approach without machine learning elements, then perhaps it's not within the AI applications category. The abstract focuses more on the tracking method and its accuracy rather than any AI techniques. Therefore, I think this article doesn't fall under the specified topic because it lacks explicit AI methods applied to carbon ion therapy."
rayyan-1273750823,RBE-weighted doses in target volumes of chordoma and chondrosarcoma patients treated with carbon ion radiotherapy: Comparison of local effect models I and IV,"Background and purpose: To compare the relative biological effectiveness (RBE)-weighted dose distributions in the target volume of chordoma and chondrosarcoma patients when using two different versions of the local effect model (LEM I vs. IV) under identical conditions.        Materials and methods: The patient collective included 59 patients treated with 20 fractions of carbon ion radiotherapy for chordoma and low-grade chondrosarcoma of the skull base at the Helmholtzzentrum fur Schwerionenforschung (GSI) in 2002 and 2003. Prescribed doses to the planning target volume (PTV) were 60 (n = 49), 66 (n = 2) and 70 (n = 8) Gy (RBE). The original treatment plans that were initially biologically optimized with LEM I, were now recalculated using LEM IV based on the absorbed dose distributions. The resulting RBE-weighted dose distributions were quantitatively compared to assess the clinical impact of LEM IV relative to LEM I in the target volume.        Results: LEM IV predicts 20-30 Gy (RBE) increased maximum doses as compared to LEM I, while minimum doses are decreased by 2-5 Gy (RBE). Population-based mean and median doses deviated by less than 2 Gy (RBE) between both models.        Conclusions: LEM I and LEM IV-based RBE-weighted doses in the target volume may be significantly different. Replacing the applied model in patient treatments may therefore lead to local over- or under-dosages in the tumor. If LEM IV is to be tested clinically, comparisons of the RBE-weighted dose distributions of both models are required for the individual patients to assess whether the LEM IV-plan would also be acceptable and prescribed dose as well as clinical outcome data have to be carefully reassessed. (C) 2019 Elsevier B.V. All rights reserved.",0,[],The article does not mention any AI methods or their application in carbon ion therapy.,"Okay, so I need to determine whether this article should be selected based on the given topic, which is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. The abstract provided is about comparing two local effect models (LEM I and IV) in terms of RBE-weighted doses for chordoma and chondrosarcoma patients treated with carbon ion radiotherapy. Let me break this down step by step to make sure I understand it correctly and can evaluate whether it falls within the scope of AI applications in carbon ion therapy."
rayyan-1273750824,Present developments in reaching an international consensus for a model-based approach to particle beam therapy,"Particle beam therapy (PBT), including proton and carbon ion therapy, is an emerging innovative treatment for cancer patients. Due to the high cost of and limited access to treatment, meticulous selection of patients who would benefit most from PBT, when compared with standard X-ray therapy (XRT), is necessary. Due to the cost and labor involved in randomized controlled trials, the model-based approach (MBA) is used as an alternative means of establishing scientific evidence in medicine, and it can be improved continuously. Good databases and reasonable models are crucial for the reliability of this approach. The tumor control probability and normal tissue complication probability models are good illustrations of the advantages of PBT, but pre-existing NTCP models have been derived from historical patient treatments from the XRT era. This highlights the necessity of prospectively analyzing specific treatment-related toxicities in order to develop PBT-compatible models. An international consensus has been reached at the Global Institution for Collaborative Research and Education (GI-CoRE) joint symposium, concluding that a systematically developed model is required for model accuracy and performance. Six important steps that need to be observed in these considerations include patient selection, treatment planning, beam delivery, dose verification, response assessment, and data analysis. Advanced technologies in radiotherapy and computer science can be integrated to improve the efficacy of a treatment. Model validation and appropriately defined thresholds in a cost-effectiveness centered manner, together with quality assurance in the treatment planning, have to be achieved prior to clinical implementation.",0,,The abstract discusses model-based approaches for particle beam therapy but does not specifically explore or mention any AI methods applied to carbon ion therapy.,"Okay, so I need to determine whether this article should be selected based on its abstract. The topic is 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully to see if it fits. The title mentions reaching an international consensus for a model-based approach in particle beam therapy, which includes both proton and carbon ion therapy. The content talks about the need for meticulous patient selection because PBT is expensive and not widely available. It discusses using a model-based approach (MBA) as an alternative to randomized controlled trials due to high costs and labor involved. They mention that good databases and reasonable models are crucial, and they give examples like tumor control probability and normal tissue complication probability models. However, these existing NTCP models were derived from X-ray therapy data, so there's a need for new models specific to PBT. The article concludes that an international consensus was reached at a symposium about developing a systematically accurate model. They outline six steps: patient selection, treatment planning, beam delivery, dose verification, response assessment, and data analysis. It also mentions integrating advanced radiotherapy technologies with computer science to improve treatment efficacy. Model validation and cost-effectiveness are important before clinical implementation. Now, looking at the topic again—applications of AI in carbon ion therapy. The abstract discusses model-based approaches but doesn't specifically mention AI methods like machine learning, neural networks, or any other AI techniques. It talks about models in general, data analysis, and integrating computer science technologies, which could imply AI, but it's not explicit. Since the article is more about establishing a consensus on model development rather than detailing specific AI applications, I think it doesn't fall directly under the topic of AI applications in carbon ion therapy. Therefore, it shouldn't be selected."
rayyan-1273750833,Th Balance-Related Host Genetic Background Affects the Therapeutic Effects of Combining Carbon-Ion Radiation Therapy With Dendritic Cell Immunotherapy,"Purpose: The goal of this study is to clarify the underlying mechanisms of metastasis suppression by carbon-ion radiotherapy combined with immature dendritic cell immunotherapy (CiDC), which was shown previously to suppress pulmonary metastasis in an NR-S1-bearing C3H/He mouse model.        Methods and Materials: Mouse carcinoma cell lines (LLC, LM8, Colon-26, and Colon-26MGS) were grafted into the right hind paw of syngeneic mice (C57BL/6J, C3H/He, and BALB/c). Seven days later, the tumors on the mice were locally irradiated with carbon ions (290 MeV/n, 6 cm spread-out Bragg peak, 1 or 2 Gy). At 1.5 days after irradiation, bone marrow-derived immature dendritic cells (iDCs) were administrated intravenously into a subset of the mice. The number of lung metastases was evaluated within 3 weeks after irradiation. In vitro-cultured cancer cells were irradiated with carbon ions (290 MeV/n, mono-energy, LET approximately 70-80 keV/mm), and then cocultured with iDCs for 3 days to determine the DC maturation.        Results: CiDC effectively repressed distant lung metastases in cancer cell (LLC and LM8)-bearing C57BL/6J and C3H/He mouse models. However, Colon-26- and Colon-26MGS-bearing BALB/c models did not show enhancement of metastasis suppression by combination treatment. This result was evaluated further by comparing LM8-bearing C3H/He and LLC-bearing C57BL/6J models with a Colon-26-bearing BALB/c model. In vitro coculture assays demonstrated that all irradiated cell lines were able to activate C3H/He-or C57BL/6J-derived iDCs into mature DCs, but not BALB/c-derived iDCs.        Conclusions: The genetic background of the host could have a strong effect on the potency of combination therapy. Future animal and clinical testing should evaluate host genetic factors when evaluating treatment efficacy. (C) 2021 Elsevier Inc. All rights reserved.",0,,The abstract does not mention any AI methods or applications.,"Okay, so I need to determine whether this article falls within the scope of 'APPLICATIONS OF AI IN CARBON ION THERAPY'. Let me read through the abstract carefully. The title mentions balance-related host genetic background affecting therapeutic effects when combining carbon-ion radiation therapy with dendritic cell immunotherapy. The purpose is to clarify mechanisms of metastasis suppression using CiDC in a mouse model. Methods include irradiation with carbon ions and administering immature dendritic cells. Results show effectiveness varies based on the host's genetic background, which affects how iDCs mature. Conclusions suggest that host genetics influence treatment efficacy and should be considered in future testing. Nowhere in this abstract do they mention AI methods or applications. They're focusing on biological mechanisms and genetic factors influencing therapy outcomes, not any AI techniques like machine learning, algorithms, etc. So, since there's no mention of AI, the article doesn't fit the topic. Therefore, it should be selected as '0'."
